開設母体,,,,,要件,,,,,,,,,,,,
FH34101,数理統計学,1,2,46057,秋AB,"金1,2",イリチュ 美佳,多変量データを素材とした数理統計学の基礎的知識とそれに基づいた応用や適用手法について学ぶ。,"数理工学モデル化エリア
対面(オンライン併用型)
オンライン(オンデマンド型)+(同時双方向型)+対面。",×,正規生に限る,×,,Mathematical Statistics,FH31071,数理統計学,2025/5/28 10:12
FH34111,離散数学,1,2,46057,春AB,"木3,4","繆 瑩,八森 正泰",社会工学における種々の離散的なシステムのモデル化や解析、および、情報処理技術の基礎となる、離散数学・組合せ論の入門・概説的な講義を行う。,"数理工学モデル化エリア
対面",,,×,,Discrete Mathematics,FH34111,離散数学,2024/3/15 17:34
社会工学類(経営工学共通)2019年度以降入学者対象,,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH35012,問題発見と解決,2,2,3・4,秋BC,"金5,6","吉瀬 章子,高野 祐一","経営工学専攻で学んだ基礎知識を用いて,自らテーマを設定し,モデル化,ソリューションの導出,ソリューションの検討からなる一連のプロセスを経験するとともに,ディスカッションとプレゼンテーションのトレーニングを行う。学外への視野を広げるため,社会で活躍する方々を招いての事例講義や他大学の学生による交流発表会も予定している。","必修科目(経営工学主専攻)
CDP
オンライン(同時双方向型)
2018年度までのFH35013に相当。",×,正規生に限る,×,,Workshop on Finding Problems and Solutions,FH35012,問題発見と解決,2022/12/15 11:10
社会工学類(都市計画:環境とまちづくりエリア)2019年度以降入学者対象,,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH46002,住環境設計演習,2,6,3・4,春ABC,金3-6,"山本 幸子,藤井 さやか,渡辺 俊,藤川 昌樹,雨宮 護,今井 信博,中津 秀之,神田 信孝","都市・建築空間の設計能力向上を目指す演習である。2年次までに開講された設計関連科目(都市計画情報演習,基本製図)を受講した学生が,これまでに習得した基本製図における基礎手法を用い,戸建木造住宅及び集合住宅の設計方法・設計技術を身につける。","エリア演習。環境とまちづくりエリア。原則として「基本製図」既修得者に限る。
対面(オンライン併用型)
FH46012またはFH46013の既修得者の履修不可。
2022年度以前入学者はFH45182及びFH46012を履修すること。
履修希望者が多い場合は社会工学類3・4年次生を優先する。",×,施設・機器等の面で余裕がないため,×,,Seminar in Living Environment Design,FH46002,住環境設計演習,2024/10/7 10:00
FH46012,住環境計画演習,2,4,3・4,春BC,金3-6,"藤井 さやか,渡辺 俊,藤川 昌樹,雨宮 護,山本 幸子,神田 信孝,今井 信博,中津 秀之","都市・建築空間の設計能力向上を目指す演習である。2年次までに開講された設計関連科目(基本製図,設計演習I)を受講した学生が,これまでに習得した設計製図における基礎手法を用い,集合住宅の設計方法と設計技術を身につける。","エリア演習。環境とまちづくりエリア。原則として「設計演習I」既修得者に限る。
対面(オンライン併用型)
FH46013の既修得者の履修不可。2018年度以前入学者に対してはFH46013に読み替える。
2023年度以降入学者はFH46002を履修すること。
履修希望者が多い場合は社会工学類3・4年次生を優先する。",×,施設・機器等の面で余裕がないため,×,,Seminar in Living Environment Planning,FH46012,住環境計画演習,2024/2/1 16:13
FH46021,住環境計画概論,1,2,46057,春AB,"木3,4","雨宮 護,山本 幸子",最も身近な建築である住まいは、建築の基本であると同時に、都市をつくる重要な構成要素でもある。本講義では、日本における住まいの歴史、戦後の社会状況・ライフスタイルの変化が都市・農村の住宅や居住環境に与えた影響と今日的課題について解説する。さらに少子高齢・人口減少の進行とグローバル化の進展、ストック活用型社会におけるこれからの住まいづくり、まちづくりについて考える。,"環境とまちづくりエリア。
BC12551と同一。
対面(オンライン併用型)
対面を基本とする。",,,×,,Planning of Housing and Habitat,BC12551,住まいと居住環境の計画,2025/1/17 15:36
FH46031,空間デザイン論,1,2,46057,秋AB,"金1,2",渡辺 俊,"建築・都市デザインの潮流を概説するとともに,魅力的な空間を創出するための様々なヴォキャブラリーを紹介する。次に,それらの機能的構成と建築基準法(単体規定)等の建築関連規定について説明する。また,デザイン課題を通して空間設計に必要な基礎的素養を習得する。","環境とまちづくりエリア。
対面
状況によってオンラインに変更する。
住環境計画演習に向けた内容の講義であり,2年次での履修を強く推奨する。
2018年度までの「都市空間の計画とデザイン」に相当。",,,×,,Design of Urban Space,FH42021,都市空間の計画とデザイン,2024/1/9 19:44
FH46041,都市緑地計画,1,2,46057,秋AB,"月1,2",村上 暁信,"自然環境や歴史資源,オープンスペース等の保全を基調とした都市・地域計画のあり方について,その歴史的展開や現代的課題,将来方向を,具体例を交えながら体系的に論ずる。","環境とまちづくりエリア。
対面(オンライン併用型)",,,×,,Landscape and Environmental Planning,FH42031,都市環境保全計画,2025/12/9 9:46
FH46051,現代まちづくり論,1,2,46057,春AB,"木5,6","藤川 昌樹,有田 智一,藤井 さやか,雨宮 護,村上 暁信,梅本 通孝,飛田 幹男,高山 範理,宮 江介,三牧 浩也","現代のまちづくりの理論的背景として,20世紀の計画理論を批判的に振り返り,計画プロセス,参加,計画行政及び計画手法,計画法規等について論じる。さらに,現代まちづくりの実践がどのような形で展開されているか,中心市街地や都市と農村の混在混住地域の再生,持続可能な環境共生型まちづくり,等のトピックを取り上げて解説する。","環境とまちづくりエリア。
対面
2年次履修推奨科目(都市計画主専攻)。
2018年度までの「現代まちづくりの理論と実践」に相当。",,,×,,New Wave of Urban Planning,FH42051,現代まちづくりの理論と実践,2023/12/13 15:43
FH46061,都市文化共生計画,1,2,46057,秋AB,"火1,2",松原 康介,現代は多文化共生の時代である。今後の都市空間は、日本文化、欧米文化だけでなく、中国、韓国、インド、イスラームといった、アジアの諸文化との共生が求められる。本講義の前半では、一見複雑で無秩序に見えるアジア諸国の都市空間の構成を、歴史と現地映像から読み解いていく。後半では、現代におけるアジア的空間の非アジア都市への伝播の実態を踏まえて、多文化共生の都市計画に必要なアイディアや方法とは何かを考えていく。,"BC12541と同一。
対面(オンライン併用型)
履修者上限90名 1~3年次生のみ受講可 ",,,,,Urban Multicultural Planning,BC12541,都市文化共生計画,2025/12/16 14:16
社会工学類(都市計画:都市構造・社会基盤エリア)2019年度以降入学者対象,,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH47012,都市計画マスタープラン演習,2,6,3・4,秋ABC,金3-6,"岡本 直久,有田 智一,堤 盛人,村上 暁信,木下 陽平,山崎 清,近藤 美則,石井 儀光,浦田 淳司","土浦市を含む茨城県南地域を対象とし,交通予測・土地利用予測ソフトウェアを利用し,地理情報システム(GIS)等を用いた資料作成やプレゼンテーションを通して,都市計画マスタープランや市町村総合計画の策定過程を習得する。最終発表会を土浦市で開催する。","エリア演習。都市構造・社会基盤エリア。
対面
2020年度までにFH47013を修得したものの履修不可。2018年度以前入学者に対してはFH47013に読み替える。
履修希望者が多い場合は社会工学類3・4年次生を優先する。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Seminar in Urban Masterplan,FH47012,都市計画マスタープラン演習,2025/12/16 11:54
FH47021,土地利用計画,1,2,3・4,春AB,"月5,6",藤井 さやか,"都市地域における土地利用計画を中心に,国・地域レベルから地区レベルまでの土地利用計画の形態,目的,機能を概説するとともに,地区レベルの市街地整備方策として,都市計画の方法としての地区計画や建築基準法(集団規定)等の法規について基本的な知識を学ぶ。","都市構造・社会基盤エリア。
対面(オンライン併用型)
2018年度までの「土地利用・地区整備計画」に相当。1・2年次での履修不可。",,,×,,Urban Land Use Planning,FH43021,土地利用・地区整備計画,2023/3/6 18:24
FH47034,都市環境評価論,4,2,46057,春AB,"水1,2","甲斐田 直子,木下 陽平",良好で快適かつ安全・安心な都市環境を維持、実現するためには、都市の環境を理解することが必要である。本授業では、都市の水環境、気候、土地利用と生態系、生活およびライフスタイルの基礎知識と都市環境を定量的に計測・評価する手法(アセスメント手法等)について概説する。最終週では総合討論を行い、地球環境問題と都市環境問題との関連性について理解を深める。本講義を通じて、環境と調和した都市像を考えて欲しい。,"都市構造・社会基盤エリア。
対面(オンライン併用型)",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Evaluation of Urban Environment,FH41064,都市データ分析,2023/1/18 11:01
FH47041,都市防災計画,1,2,3・4,秋AB,"火5,6",梅本 通孝,"都市災害の特徴を分析した上で,都市における各種災害の発生・拡大メカニズム,予測手法について事例を踏まえて示し,これらの防止対策及び都市防災計画の立案手法を都市計画との関連で解説する。","都市構造・社会基盤エリア。
対面(オンライン併用型)
オンライン(オンデマンド型)+対面。確認テストは対面実施予定。",,,×,,Urban Disaster Management,FH43041,都市防災計画,2025/5/23 11:51
FH47051,交通計画,1,2,46057,春AB,"火3,4","岡本 直久,谷口 綾子,和田 健太郎","交通計画を立案・策定するための能力としての需要予測,ネットワーク解析,費用対効果分析,交通事故分析のための技術力を習得するとともに,モビリティ・マネジメント,観光計画,公共交通計画など,政策の今日的課題について論ずる。","対面(オンライン併用型)
確認テストは対面実施予定。
2018年度までの「交通運輸政策」に相当。",,,×,,Transportation Planning,FH43031,交通計画,2025/12/9 15:54
社会工学類(都市計画:地域科学エリア)2019年度以降入学者対象,,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH48002,都市・地域科学演習,2,3,3・4,春ABC,"火5,6","太田 充,梅本 通孝,牛島 光一","都市・地域・環境経済学的な手法・テーマ・データで実証分析を行い,政策的な課題を分析する視点・手法を修得する。","エリア演習。地域科学エリア。
対面(オンライン併用型)
2020年度までにFH48012を修得したものの履修不可。2018年度以前入学者に対してはFH48012に読み替える。
履修希望者が多い場合は社会工学類3・4年次生を優先する。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Seminar in Urban and Regional Economics,FH48002,都市・地域科学演習,2025/9/30 11:02
FH48021,都市経済学,1,2,46057,秋AB,"木1,2","太田 充,牛島 光一",都市経済学と立地論の分析手法の基礎を習得し、都市・地域・国際交易に関する政策についての知識を学ぶ。,"地域科学エリア。
BB41441, BC12701と同一。
G科目
対面(オンライン併用型)
期末試験は対面実施予定。",,,×,,Urban Economics,FH44051,空間と交通の経済学,2025/9/30 11:02
FH48031,地域経営・行政論,1,2,46057,秋AB,"水1,2","有田 智一,川島 宏一",公共政策のあり方及びその担い手の変化に係る近年の新たな世界的潮流及び欧米諸国との比較を踏まえつつ、国土計画、住宅・都市地域政策の事例を通して、公共政策の決定・実施・評価及び今後の都市・地域再生のあり方について議論できる能力を習得する。,"地域科学エリア。
対面
対面で実施。
2年次履修推奨科目(都市計画主専攻)。2018年度までの「都市と地域の経営・行政論」に相当。",,,×,,Regional Management and Public Administration,FH44021,都市と地域の経営・行政論,2025/5/23 12:59
FH48041,政策・公共事業評価,1,2,46057,春AB,"火1,2",堤 盛人,この講義では、都市・地域・国土を対象とした政策・施策・事業を念頭に、政策評価の現状について説明するとともに、社会資本整備プロジェクトを対象に関する経済分析(費用便益分析)・財務分析・プロジェクトに関する金融について説明する。,"地域科学エリア
対面での講義。
確認テストは第10回講義の日に実施。
2018年度までの「都市・地域・国土の政策評価」に相当。",,,×,,Policy and Public Works Evaluation,FH41051,プロジェクトの評価とファイナンス,2025/5/22 14:36
FH48051,都市解析,1,2,46057,秋AB,"木3,4","鈴木 勉,石井 儀光,嚴 先鏞,大澤 義明","都市をある視点から抽象化すると,点や線や面の織りなすパターンとみなすことができる。そこで,都市機能の面から,これらのパターンを分析する場合の数理的基礎について論ずる。","地域科学エリア。
対面(オンライン併用型)",,,×,,Urban and Regional Analysis,FH43051,都市解析,2025/11/2 12:13
FH48061,環境政策論,1,2,46057,秋AB,"火3,4",奥島 真一郎,本科目では、主に経済学的な観点から、環境保全のための政策手段やその評価手法について考察する。加えて、様々な価値観、ディシプリンと政策インプリケーションとの関係について考察し、「環境問題」や「環境政策」に対する多様な視点を涵養する。また、地球温暖化問題や廃棄物問題など具体的な環境問題についての理解を深める。,"国際総合学類開講、社会工学類共通科目。
BC12571と同一。
対面
国際開発学主専攻専門科目。社会工学類学生の取り扱い:地域科学エリア。",,,,,Theory and Practice of Environmental Policy,BC12571,環境政策論,2023/1/23 20:02
社会工学類(都市計画共通)2019年度以降入学者対象,,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH45013,都市計画インターンシップ,3,2,3・4,通年,応談,"谷口 綾子,和田 健太郎","都市計画と関連のある官公庁,研究所,企業,非営利団体などで研修を行い,実践的な問題発見と解決能力を身につける。","都市計画共通。必修科目(都市計画主専攻;2018年度以前入学者)。
CDP
対面(オンライン併用型)
社会工学類3・4年次生を優先する。インターンシップは夏季休業中に行う。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Internship on Urban and Regional Planning,FH45013,都市計画インターンシップ,2025/4/15 14:45
FH45051,建築関連法規,1,1,46057,秋B,集中,"飯田 直彦,五條 渉,石﨑 和志",建築基準法を主体に、都市計画・土地利用関係法令、建設事業関係法令など、建築全般に関する法令を、実例を引用して具体的に講義することにより、法令の基礎的な仕組みを理解する。,"都市計画共通。
12/6,12/7
対面",×,科目開設情報未確定のため,×,,Independent Study : Related laws and regulations on building,FH45051,建築関連法規,2025/10/7 8:38
FH45061,建築経済,1,1,46057,秋A,集中,田村 篤,"建築活動の経済的側面と建築のライフサイクル,建築の管理に関わる基礎知識を習得する。","都市計画共通。
11/8,11/9
対面(オンライン併用型)",×,科目開設情報未確定のため,×,,Independent Study : Building Economy,FH45061,建築経済,2025/10/3 16:22
FH45071,建築生産,1,1,46057,秋AB,集中,"川上 敏男,藤川 昌樹","建築生産の概要について演習・現場をまじえながら理解し,その基礎習得を目指す学生向きの講義である。集中講義ではあるが,見学をふくめ現場での実際のものつくりを建築施工の工程をふまえながら、体感することに取り組む。","都市計画共通。
10/4,10/18
対面",×,科目開設情報未確定のため,×,,Building Construction,FH45071,建築生産,2025/9/30 11:02
FH45081,都市計画の思想史,1,2,46025,春C,"火・木1,2",松原 康介,"都市計画を学ぶこととは、一義的には都市を制御するための技術を習得し職能として身に着けることを意味するが、その成立の背景で積み重ねられてきた多くの試行錯誤の歴史を知ることは、都市計画と人間の関わりのあり方を客観的にとらえ、技術と倫理の関わり方を考える力を養うことにつながる。本講義では、都市計画の基礎的なトピックを対象に、その成立に関わった人々の考え方や言葉を「しつこく丁寧に掘り下げて」議論する。テキストや写真、図面など、できるだけ多くの生資料に触れて頂く。
  国際の学生にとっては、世界史もふまえた広い切り口からの都市計画への入門講座として位置付けられる。また、社工生にとっては、普段学んでいる技術としての都市計画の成立の背景に、どんな人々のどのような考え方が潜んでいたのかを再認識する機会として頂きたい(もちろん、他学類の学生も歓迎します)。","BC12751と同一。
対面(オンライン併用型)",,,,,History of Urban Planning Thought,BC12751,都市計画の思想史,2025/7/2 9:55
FH45092,施設設計演習,2,2,3・4,秋AB,"月5,6","渡辺 俊,張 昊,松林 道雄,雨宮 護",空間の設計能力向上を目指す建築設計製図演習である。2-3年次に「基本製図」及び「住環境設計演習(住環境計画演習)」等を受講した学生が、これまでに習得した設計製図における基礎手法を踏まえて、先進的な情報処理技術による高度な設計方法を身に着けることを目標とする。,"都市計画共通。
対面
状況によってオンラインに変更する。
履修者は建築設計製図の基礎を習得していること。
2022年度までの「設計演習II」に相当。",×,正規生に限る,×,,Practice for Facility Design,FH45092,空間演習II,2025/12/18 18:00
FH45122,都市計画演習,2,4,2,秋AB,月3-6,"甲斐田 直子,鈴木 勉,谷口 綾子,谷口 守,松原 康介,和田 健太郎","(社会工学類・国際総合学類共通)「変貌するつくば市の現状と問題点,将来を探る」という課題のもと,現地調査を通して都市地域の空間を実際に体験するとともに,基礎資料の収集・解析によって地域特性を把握し,その地域における都市・地域計画上の課題を自ら発見提示し,問題解決の方法や考え方の基礎を体験的に習得することを目的とする.具体的には,担当教員毎に課題の領域が設定されるので,それぞれの課題領域で班を構成し,教員の指導を受けながら,現地調査や資料調査,データ解析,関係者との討論等を通じて,計画課題の発見と問題解決に資する提案を行う実践的能力を習得する.","必修科目(都市計画主専攻)。都市計画共通。
BC12712と同一。
対面(オンライン併用型)
教室:3E403、3C405
2020年度までにFH45123を修得したものの履修不可。2018年度以前入学者に対してはFH45123に読み替える。
履修希望者が多い場合は社会工学類2~4年次生及び国際総合学類3・4年次生を優先する。
「データ・AI 活用 企画・実施・評価」に資する内容である。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Seminar in Urban and Regional Planning,FH45122,都市計画演習,2025/12/9 16:21
FH45135,都市計画事例講義,5,3,46057,"春C秋A
秋AB","集中
木5,6","雨宮 護,藤井 さやか,梅本 通孝,岡本 直久","都市計画に関連する実際の事業や業務の実態に触れるため、卒業生や実務家が関わった多様な都市計画やまちづくりの事例等を取り上げ,実社会における都市計画業務の
プロセスや手法を理解し、必要な見識と成功する条件等について議論する。","都市計画共通。見学を3回程度集中で夏季休業中および秋学期中に行う。
対面(オンライン併用型)
対面+オンライン(同時双方向型)。2018年度までの「都市計画事例講義および実習」に相当。社会工学類3・4年次生を優先する。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Empirical Studies on Urban Regional Planning,FH41025,都市計画事例講義および実習,2025/12/18 15:50
FH45142,基本製図,2,1,2,秋C,"火3,4",山本 幸子,"社会工学類都市計画主専攻において,都市・建築空間の設計能力向上を目指す学生向けの演習である。住宅の設計に必要な建築の基本図面(配置図,平面図,断面図,立面図等)の描き方と関連する基礎知識を習得する。","都市計画共通。
対面
原則として「都市計画情報演習」既修得者に限る。",,,×,,Fundamental Drawing,FH45142,基本製図,2025/12/18 18:00
FH45182,設計演習I,2,2,3・4,春A,金3-6,"山本 幸子,藤川 昌樹,渡辺 俊,藤井 さやか,雨宮 護,今井 信博",社会工学類都市計画主専攻において、都市・建築空間の設計能力向上を目指す学生向けの演習である。木造住宅の設計を通して木造建築の基礎を習得し、住宅の計画・建築設計の基礎知識と技術を身につける。,"都市計画共通。
対面
原則として「基本製図」既修得者に限る。
2023年度以降入学者はFH46002を履修すること。",,,×,,Practice for Architecture and Urban Design I,FH45182,設計演習I,2024/2/1 16:14
FH45201,都市計画原論,1,2,46057,春AB,"月1,2",谷口 守,我々が暮らす都市はどのように形成されたのだろうか。また、そこに存在する様々な問題はどのように解決していけばよいのだろうか。本講義は都市のなりたちとその課題、都市を構成するインフラや建築物、およびその計画の方法や将来展開について、国内外の多様な事例をひもとく事を通じ、本分野の入門として幅広い知識と知恵を身につけることを目的とする。,"都市計画共通。
BC12721と同一。
対面
2年次履修推奨科目(都市計画主専攻)。
2019年度までにFH63071を修得したものの履修不可。
2018年度以前入学者はFH63071の履修に代えることができる。",,,×,,Principles of Urban Planning,FH63071,現代都市環境論,2023/2/6 19:26
FH45211,都市計画の歴史,1,2,46057,春AB,"木1,2",藤川 昌樹,"古代から現代に至る都市・建築の歴史を概説し,各時代の空間の特色と政治・経済・社会・技術的背景との関連について考察を進める。また、現代に残された歴史的環境を保存するための制度・事例についても論述する。","都市計画共通。
BC12831と同一。
対面
2年次履修推奨科目(都市計画主専攻)。
2019年度までにFH63081を修得したものの履修不可。
2018年度以前入学者はFH63081の履修に代えることができる。",,,×,,History of Urban Planning,FH45211,都市計画の歴史,2023/1/30 16:04
FH45222,都市計画情報演習,2,3,2,秋AB,火3-5,"渡辺 俊,雨宮 護",都市計画・建築計画を考える上で不可欠な空間的に広がりのある情報(地図・図面など)をコンピュータを用いて作成・分析するための基礎的な方法について、専門的アプリケーション(CAD・GIS)を利用した課題を通じて修得する。,"都市計画共通。必修科目(2019年度以降入学者;都市計画主専攻)。
対面
2年次履修推奨科目(都市計画主専攻)。1年次生は履修不可。
2019年度までにFH62033を修得したものの履修不可。2018年度以前入学者に対してはFH62033に読み替える。
履修希望者が多い場合は社会工学類2~4年次生を優先する。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Seminar in Information Systems:Urban and Regional Planning,FH45222,都市計画情報演習,2025/12/18 18:05
社会工学類共通:卒業研究 2019年度以降入学者対象,,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH11918,卒業研究A,8,4,4,春学期,応談,社会工学類各教員,指導教員の指導のもとに、学類でのまとめとなる研究を行う。研究の基本的習慣を学ぶとともに、テーマを決め、研究に着手する。,"必修科目。
対面",×,社会工学類生が卒業に必要な研究を行うための科目であるため。,×,,Graduation Thesis in Policy and Planning Sciences A,FH11918,卒業研究A,2022/12/27 18:57
FH11928,卒業研究B,8,4,4,秋学期,応談,社会工学類各教員,指導教員の指導のもとに、学類でのまとめとなる研究を行う。テーマに沿って研究を実施する。研究成果を論文にまとめ、発表を行う。,"必修科目。
対面",×,社会工学類生が卒業に必要な研究を行うための科目であるため。,×,,Graduation Thesis in Policy and Planning Sciences B,FH11928,卒業研究B,2022/12/27 18:59
FH11988,早期卒業研究,8,4,3,通年,応談,社会工学類各教員,指導教員の指導の下に早期卒業の該当者が研究を行い、研究成果を論文にまとめ、発表を行う。,対面,×,社会工学類生が卒業に必要な研究を行うための科目であるため。,×,,Special Graduation Thesis in Policy and Planning Sciences,FH11988,早期卒業研究,2022/12/27 19:00
社会工学類(その他) (JTP学生のみ対象),,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH00048,特別研究A,8,3,46026,春学期,応談,社会工学類各教員,,"短期留学生のみ対象
英語で授業。
対面",×,短期留学生向けのため,△,受講前に授業担当教員に連絡し受講許可を得る事,Independent Study A,FH00048,特別研究A,2022/12/27 19:00
FH00058,特別研究B,8,3,46026,秋学期,応談,社会工学類各教員,,"短期留学生のみ対象
英語で授業。
対面",×,短期留学生向けのため,△,受講前に授業担当教員に連絡し受講許可を得る事,Independent Study B,FH00058,特別研究B,2022/12/27 19:01
社会工学類共通:専門基礎科目(必修・選択) 2018年度以前入学者対象,,,,,,,,,,,,,,,,,
科目番号,科目名,授業方法,単位数,標準履修年次,実施学期,曜時限,担当教員,授業概要,備考,科目等履修生申請可否,申請条件,短期留学生申請可否,申請条件,英語(日本語)科目名,科目コード,要件科目名,データ更新日
FH60013,社会工学実習,3,2,1,春ABC,金4-6,,"社会工学を体系として,方法,手法,応用の3種類にわたって概観し,社会工学の基本概念を明らかにする。具体的事例により,社会工学的問題解決についての手法の初歩を学習する。","必修科目(2018年度以前入学者)。
CDP",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Workshop on Policy and Planning Sciences,FH60013,社会工学実習,2022/8/10 17:12
FH60214,情報リテラシー・演習,4,2,1,春AB,"木1,2",,計算機の基礎理論の入門的講義、および、計算機の基本的な使い方に関する演習を行う。,"必修科目(2018年度以前入学者)。
2018年度以前入学者は、共通(情報)の「情報リテラシー(講義)」「情報リテラシー(演習)」を併せて履修することで本科目の履修に代えることができる。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Introduction to Computers,FH60214,情報リテラシー・演習,2022/8/10 17:12
FH60511,微積分I,1,2,1・2,春AB,"火2
木1",,"微積分の基礎になるε-δ論法を使い,数列の収束や関数の連続性などを教える。また1変数の微分と積分について教える。","選択必修科目(2018年度以前入学者)。
2018年度以前入学者は、「数学リテラシー2(FA01251,FA01261)」「微積分1(FA01351,FA01361)」を併せて履修することで本科目の履修に代えることができる。",×,科目開設情報未確定のため,×,,Calculus I,FH60511,微積分I,2022/8/10 17:12
FH60541,微積分II,1,2,1・2,秋AB,"火2
木1",,多変数の関数の微分と積分、その応用について学ぶ。具体的には、偏微分、全微分、高次偏導関数、テイラーの定理、極値問題、陰関数定理、重積分、累次積分、広義重積分、変数変換。,"選択必修科目(2018年度以前入学者)。
2018年度以前入学者は、「微積分2(FA01451,FA01461)」「微積分3(FA01551,FA01561)」を併せて履修することで本科目の履修に代えることができる。",×,科目開設情報未確定のため,×,,Calculus II,FH60541,微積分II,2022/8/10 17:12
FH60611,線形代数I,1,2,1・2,春AB,火・金1,,"具体例を用いて,線形代数の抽象的な概念を理解する。内容は,1.行列とベクトル,2.連立方程式の解法,3.行列式。","選択必修科目(2018年度以前入学者)。
2018年度以前入学者は、「数学リテラシー1(FA01151,FA01161)」「線形代数1(FA01651,FA01661)」を併せて履修することで本科目の履修に代えることができる。",×,科目開設情報未確定のため,×,,Linear Algebra I,FH60611,線形代数I,2022/8/10 17:12
FH60641,線形代数II,1,2,1・2,秋AB,火・金1,,"具体例を用いて,線形代数の抽象的な概念を理解する。内容は,1.線形空間,2.線形写像,3.固有値・固有ベクトル,4.さまざまな応用。","選択必修科目(2018年度以前入学者)。
2018年度以前入学者は、「線形代数2(FA01751,FA01761)」「線形代数3(FA01851,FA01861)」を併せて履修することで本科目の履修に代えることができる。",×,科目開設情報未確定のため,×,,Linear Algebra II,FH60641,線形代数II,2022/8/10 17:12
FH60711,統計I,1,2,1・2,春AB,火・木4,,"データを分析する上での具体的な手法やモデル,その応用について講義する。内容は,データの整理,確率の基本的考え方,確率変数,分布関数・密度関数,標本分布,母数の推定,仮説検定。","選択必修科目(2018年度以前入学者)。
2018年度以前入学者は、「統計学(FH60811,FH60821,FH60831,FH60841)」の履修により、本科目の履修に代えることができる。",×,科目開設情報未確定のため,×,,Statistics I,FH60711,統計I,2022/8/10 17:12
FH60741,統計II,1,2,1・2,秋AB,火・木4,,"データを分析する上での具体的な手法やモデル,その応用について講義する。","選択必修科目(2018年度以前入学者)。
2018年度以前入学者は、「計量経済学(FH26021)」または「データ解析(FH33071)」の履修により、本科目の履修に代えることができる。代えた科目は専門科目としてはカウントされないので注意すること。",×,科目開設情報未確定のため,×,,StatisticsII,FH60741,統計II,2022/8/10 17:12
FH62012,社会経済システム情報演習,2,2,2,秋AB,"木5,6",,,"必修科目(2018年度以前入学者;社会経済システム主専攻), 選択必修科目(2018年度以前入学者;都市計画主専攻)。
2018年度以前入学者は、「計量分析システム演習(FH26012)」または「公共システム演習(FH27012)」または「戦略行動システム演習(FH24012)」の履修により、本科目の履修に代えることができる。代えた科目は専門科目としてはカウントされないので注意すること。",×,"各組織の事情,及び各科目の特性並びに教育機器等の台数等により受け入れることが出来ないため",×,,Workshop on Information Systems:Social and Economic Planning,FH62012,社会経済システム情報演習,2022/8/10 17:12
